Under 5 years,5 to 14 years,65 years and over,"No certificate, diploma or degree","Postsecondary certificate, diploma or degree",No high school diploma or equivalency certificate,Renter,One-maintainer household,Between 7 a.m. and 7:59 a.m.,African American,"South Asian, n.o.s.","Black, n.o.s.",Chinese,Filipino,Total visible minority population,First Nations (North American Indian),Average total income of household in 2020 ($),Spending 30% or more of income on shelter costs only,Median value of dwellings ($),Unemployed,Female employed,Male not in the labour force,All industries,2000 or before,Public transit,Movers,Average number of rooms per dwelling,Major repairs needed,Fountains
0,15.6,25.9,15.6,44.9,24.7,63,33.3,20.4,0,0,0,21.5,24.7,88.2,0,91.6,7.4,89.1,6.8,20.3,14.4,96.9,70.3,65.3,25.5,5.9,7.4,4.2
8.5,15.5,33.3,16.1,58.2,17.5,56.4,51.3,14.6,0,0,0,37.5,18.8,89.3,0,94.0,15.4,85.2,4.2,24.6,11.9,100,69.2,50,2.7,5.1,10.3,0.0
8.2,0,21.7,13.2,57.4,27.5,39.1,52.2,14.7,0,0,0,46.1,36.8,98.7,0,93.0,21.7,82.5,4.2,18.6,10.2,95.3,69.5,41.2,10.8,6.3,0,0.0
3.8,13.5,7.9,11.4,50.5,16.7,55.3,47.4,21.4,0,0,0,15.5,25.8,78.6,0,92.8,15.8,85.2,6.8,20.3,13.6,100,73.6,28.6,8.2,5.3,5.3,4.2
8.3,10,22.5,14.8,50,19.8,50,60,22.5,0,0,0,21.8,26.4,88.2,0,93.3,24.4,85.7,5.1,17.8,13.6,98.1,80,32.5,8.3,4.7,5,0.0
15,0,0,0,20.6,5.8,96.5,50.9,17.4,0,0,0,16.8,2.7,64.6,0,94.0,35.1,84.2,5.1,28.0,7.6,94.1,59.7,47.8,32.4,3,0,4.2
3.2,9.5,18,15.5,53.2,17.7,20,46,10.3,0,0,0,37.8,7.9,92.1,0,92.3,18,85.7,9.3,36.4,13.6,98,78,25,6.7,6,10,0.0
13.7,11.8,13.7,6.8,45.2,13.5,72.5,60.8,23.1,0,0,0,24.8,4.1,50.4,5.8,94.1,17.6,83.9,6.8,28.8,15.3,95.7,82.4,17.9,15.1,4.7,13.7,0.0
6.6,11.5,28.8,4.7,41,7,53.3,46.7,14.6,0,0,0,31,3.5,84.8,0,93.7,22.2,85.7,4.2,22.0,11.9,100,80,25,11.8,5.2,8.9,0.0
2.4,10.7,47.1,12.3,54.2,21,62.3,49.1,20,0,0,0,44.9,15,87.3,0,95.5,20.8,85.0,7.6,23.7,19.5,95.5,77.3,35.6,4,4.4,22.6,0.0
0,9.2,35.5,5.8,57.6,21.2,28.9,55.6,22.9,0,0,0,51.5,0,82.6,0,90.7,20,83.9,9.3,23.7,18.6,97.2,86.7,12.5,14.5,6.4,4.4,0.0
2.9,7.1,22.5,15.4,54.2,26.4,32.5,50,18.6,0,0,0,47,15.4,85.6,0,91.1,35,85.0,10.2,22.9,16.9,97,72.5,23.3,7.7,5.8,0,0.0
6.3,16.7,28.6,12.6,53.8,22.9,36.7,49,28,0,0,0,47,12,89.1,0,91.0,14,82.5,11.0,26.3,22.9,95.2,79.6,28,9.8,6.3,4.1,0.0
0,12.9,30.7,10.1,43.4,18.5,48.1,36.5,32.9,0,0,0,29.3,12.2,87.1,0,91.1,34.6,81.2,1.7,33.9,18.6,98.9,73.1,28.6,21.2,6,0,0.0
7.3,11.5,38.4,11.8,51.3,24.5,21.2,30.8,23.2,0,0,0,62.1,3,85.3,0,90.8,19.2,81.2,6.8,29.7,31.4,100,78.8,16.1,10.7,7,5.8,0.0
8.4,14.5,37,11.8,50.8,17.1,41.3,43.5,31.6,0,0,0,40,10,91.4,0,93.6,30.4,80.7,11.0,16.9,22.9,95.1,65.2,18.4,15.2,5.9,0,4.2
9.1,10.6,23.8,25,52.4,29.5,59.5,57.1,19.6,0,0,0,48.8,8.9,88.5,0,94.3,28.6,81.2,11.0,21.2,12.7,92.6,71.4,30.4,12.2,5.2,4.8,0.0
4.5,11.9,22.7,11.1,43.1,18.3,43.2,43.2,27,0,0,0,26.4,20.9,82.2,5.4,92.2,18.2,85.0,7.6,32.2,8.5,96.3,68.2,30.2,12.3,5.3,0,0.0
3.8,7.5,25.9,17,58.1,23,25.8,48.4,24.1,0,0,0,45,8.8,83.8,0,93.4,19.4,85.2,5.1,16.9,14.4,100,74.2,27.6,14.8,5.8,9.7,0.0
3.1,10.9,23.5,25.9,64.6,36.5,17.6,41.2,12.8,0,0,0,46.8,0,73.6,0,92.6,23.5,85.0,4.2,17.8,11.0,98.3,79.4,10.3,10.9,7,0,4.2
0,11.5,67,14.8,51.9,30.5,69.4,78.8,31.6,0,0,0,47.2,13.9,72.2,0,97.0,55.3,85.2,4.2,20.3,18.6,98.2,41.2,28.9,16.1,3.9,4.7,0.0
9.7,21.1,9.7,3.6,28.7,6.5,41.9,50.4,25.9,0,0,0.6,28.8,6.1,65.4,0.8,91.7,26.7,95.0,26.3,228.0,55.9,99.3,19.4,8.8,31.9,3.9,2,4.2
8.7,16.5,29.4,4.8,26.7,10,25.2,52.1,29.7,0,0,0,28.8,7.2,57.9,0,90.3,19.5,95.4,12.7,75.4,24.6,97.6,59.7,15.4,13.1,5.3,5,0.0
10.2,10.2,56.5,9.8,34.6,15.2,21.7,28.3,16.1,0,0,0,53.3,0,72.3,0,90.1,6.5,81.2,7.6,22.9,16.9,95.1,93.5,22.6,0,7.4,8.7,0.0
6.6,17.1,19.2,3.8,38.9,11.1,55.3,34,20.4,0,0,0,37.3,13.5,81.7,0,93.2,21.3,93.0,3.4,29.7,12.7,98.6,100,20.4,5.5,4.9,0,0.0
13.6,10.4,19.6,8.4,39.4,15,36.1,64.9,27.5,0,0,0,48.5,7.1,80.4,0,93.7,20.6,94.1,10.2,46.6,26.3,97.4,41.3,13,8.8,4.6,5.2,0.0
8.2,13.1,43.1,10,51.1,18.8,52.3,50.8,18.4,0,0,0,32,1.3,48,4,94.0,10.9,95.7,6.8,28.0,20.3,100,101.6,14.3,4.7,5.8,4.6,0.0
4.5,18.2,22.2,6.8,53.8,12.8,18.5,29.6,20.9,0,0,0,32.1,9.9,85.2,0,91.0,14.8,85.0,5.1,19.5,11.0,96.2,81.4,25.6,7.4,6,7.4,0.0
0,18.2,25,0,31.6,16.2,25,50,31.6,0,0,0,31,9.5,81,0,90.6,18.8,87.8,0.0,11.0,2.5,100,93.8,36.8,14.3,6,0,0.0
7,16.3,28.6,4.7,46,14.5,50,53.6,8.3,0,0,0,43.1,12.5,91.8,0,93.2,34.5,83.9,1.7,15.3,9.3,100,78.6,29.2,21.9,5.3,0,0.0
7.3,19.5,22,9.8,50.8,17.3,30,46,26.3,0,0,0,37.4,7.9,86.3,0,91.8,34,85.2,15.3,22.9,16.1,95.1,76,26.3,18,6.2,0,0.0
5.4,21.4,27,17.5,50.5,20.9,32.4,40.5,8.1,0,0,0,32,7,78,0,93.6,35.1,85.0,1.7,23.7,16.1,98.1,78.3,29.7,9.1,5.5,8.1,0.0
3.5,14,18.8,18.6,46,25.3,43.8,37.5,22.7,0,0,0,38.9,12.6,89.5,0,92.8,15.6,85.0,2.5,20.3,12.7,98.2,62.6,36.4,19.1,5.9,0,0.0
8.3,16.7,30.4,13.5,55.6,20.6,43.5,39.1,27,0,0,0,38.9,6.9,87.5,0,90.6,8.7,81.2,2.5,13.6,7.6,100,52.2,10.8,15.5,5.6,8.7,0.0
0,16.2,17.2,7.5,44.2,7.8,34.5,34.5,18.2,0,0,0,31.3,9.6,79.3,0,89.4,31,78.6,1.7,18.6,14.4,100,62.1,24.2,19.3,6.6,0,0.0
12.5,22.9,35,0,38.5,13.6,40,50,8,0,0,0,44,10.7,89.2,0,89.4,15,81.2,3.4,11.9,11.9,91.7,90,8,10.8,6.3,15,4.2
4.6,20,20.4,10.1,40.4,19.2,59.1,47.7,17.9,0,5.8,0,19.2,12.5,98.3,0,93.6,25,81.2,7.6,23.7,12.7,94.1,75.1,21.4,12.6,4.7,4.5,8.3
3.2,12.7,11.4,8.6,51,15,65.9,43.2,27.1,0,0,0,24.8,8.3,86.2,2.8,93.5,38.6,86.5,6.8,22.0,7.6,98.6,40.9,16.7,20.2,4.4,4.5,0.0
3.8,19.2,17.7,8.8,58.5,20.3,55.6,42.2,23.1,0,0,0,22.6,17.5,89.1,0,94.1,28.9,81.2,7.6,27.1,23.7,95.7,68.9,34.6,17.8,5.5,4.4,0.0
4.5,11.8,39.2,10.1,55.9,25,35.3,29.4,16.7,0,0,0,17.4,19.3,82.7,0,92.9,21.2,83.9,4.2,28.0,22.9,100,68.7,42.4,6.9,5.5,7.8,0.0
6.3,13.8,23.8,3.8,40.5,11.2,69,31,26.7,0,0,0,6.5,30.4,86.2,0,90.5,23.8,78.6,5.1,24.6,19.5,100,57.1,30,22.8,4.7,4.8,0.0
8,13.3,24.5,9.1,50,18.4,61.2,53.1,10.5,0,4.7,0,18.1,2.7,89.3,0,93.7,26.5,81.2,8.5,26.3,11.9,96.3,63.2,26.3,12.2,4.7,4.1,0.0
0,3.9,20.8,11.6,50,18.3,39.6,37.7,19.1,0,0,0,20.6,9,82.7,2.6,91.6,24.5,85.0,7.6,33.1,21.2,95.7,69.8,22.1,12.9,5.4,0,0.0
0,8.3,29,9.5,44.2,13.6,50,36.8,21,0,0,0,6.3,28.1,85.9,0,91.2,15.8,80.7,2.5,28.0,11.0,100,65.8,24.2,15.7,5.4,10.5,0.0
0,8.5,31.3,23.9,54.5,29.9,62.5,46.9,28.6,0,0,0,35.6,10,88.9,0,93.6,15.6,78.6,2.5,16.9,11.0,100,43.9,42.9,21.3,5,6.3,0.0
6.2,10.8,19.6,14.3,48.7,22.2,34.1,43.9,16.4,0,11.5,0,16.8,15.3,90.1,0,91.6,19,82.5,5.1,26.3,11.0,98.8,61,31.3,14.6,5.6,0,0.0
10.9,21.7,11.1,10.4,37.1,12.7,48.1,55.6,9.1,0,0,0,34.2,18.4,90.9,0,93.0,29.6,87.1,3.4,16.9,5.1,95.3,74,30.3,18.2,5.2,0,0.0
2.6,18.2,20,11.4,42.7,15.5,54.3,34.3,29.1,0,0,0,30.1,19.5,95.2,0,91.5,30.6,81.2,8.5,22.9,9.3,95.8,74.3,27.3,11.5,5.3,5.7,0.0
2.9,16.2,24.3,8.6,52.2,20,42.4,33.3,23.7,0,0,0,33,20,91,4,91.7,30.3,78.6,4.2,24.6,16.9,100,75.8,28.9,6,5.9,12.1,0.0
8.4,23.5,12.6,1.3,32.3,6.4,57.8,62.5,18.2,0,2.2,0,46.1,4.7,81.1,0,94.0,47.7,89.8,10.2,50.8,25.4,98,20.4,42,28.6,3.7,1.6,0.0
13,5.8,15,2.9,43.6,11,72.5,42.5,16.2,0,0,0,27,18,82.9,0,93.2,22.5,87.8,5.9,24.6,13.6,100,75,37.8,13.5,4.7,20,0.0
14.3,14.3,14.4,4.5,23.7,5.1,73.7,60.5,37.3,0,0,0,3.2,0,16.1,0,93.0,36.8,94.3,5.1,42.4,7.6,97.9,97.3,21.6,32.5,3.5,2.6,0.0
0,38.5,23.3,6.8,20.7,10.3,72.1,72.1,50,0,0,0,3.4,6.8,20,0,94.0,34.9,97.3,2.5,13.6,5.1,97.9,97.8,39.3,37.3,3,0,0.0
10.9,21.7,30.8,3,18.1,5.6,24.5,54.5,23.9,0,0,0,12,2.2,35.4,0,89.0,19.4,91.7,11.0,64.4,30.5,98.1,63,14.1,16.4,4.2,7,0.0
4.4,17.8,19.5,2.1,13.7,1.7,46.8,55.8,20,0,0,0,8.4,0,29,1.5,92.8,32.1,93.0,5.9,38.1,6.8,97.8,88.3,12.5,14.1,3.8,5.2,0.0
0,16.2,6.2,2.8,21.4,6.4,81.5,60.5,23,0,0,0,8.6,2.3,29.1,0,95.7,39.5,96.6,8.5,45.8,6.8,97.3,92.6,31.1,33.1,3.1,8.6,0.0
11.4,22.7,14,0,16.8,2.6,79.5,77,22.5,0,0,0,7.9,1.2,32.9,3,95.2,34.4,95.6,7.6,52.5,8.5,100,94.3,21.1,25.2,2.8,5.7,0.0
4.1,28.6,8.2,1.5,21,3.6,88.5,66.4,29.3,0,0,0,13.2,1.1,35.2,4.9,95.3,46.3,96.3,7.6,59.3,7.6,97.1,68.1,21.3,31.3,3,5.7,0.0
11.4,22.9,12.8,0,19.4,2.3,84,70.2,34.5,0,0,0,8.3,2.3,29.5,1.5,94.7,38.3,96.0,4.2,50.8,5.1,99.1,90.5,31,29,3,7.4,0.0
6.9,17.2,16.4,3.7,22.3,3.9,78.1,69.9,27.5,0,0,0,15.1,3.8,32.4,0,92.5,31.5,89.1,4.2,39.8,5.9,100,83.5,25,22.6,3.4,2.7,4.2
0,21.4,16.1,2.9,26.1,6.5,83.8,75,14,0,0,0,9.7,2.2,29,2.2,95.8,38.2,95.0,4.2,29.7,6.8,97.1,97,23.3,20.4,3,5.9,0.0
12,14,25,0,23.9,1.9,67.9,68.8,26.8,0,0,1.2,11.4,1.8,19.3,0,93.9,31.5,93.0,6.8,51.7,13.6,100,97.3,17.9,16.6,3.5,5.4,0.0
12,10,19.8,0,19,3.5,45.7,54.3,23.3,0,0,0,8.3,1.8,33.9,0,84.1,27.2,93.0,3.4,53.4,10.2,100,85.1,25,21.7,4.4,11.1,0.0
0,16.7,12.2,0,21.8,3.4,74.4,63.4,22.4,0,0,0,3.9,3.1,18.6,0,93.0,26.8,89.8,5.1,41.5,5.1,99,87.9,27.6,24.8,3.3,6.1,4.2
15.2,12.7,21.3,0,18,3.3,46.1,51.7,26.3,0,0,0,19.1,1.7,43.4,0,90.4,23.6,93.0,6.8,47.5,11.9,99.1,98.9,21.1,18.3,4,4.5,0.0
6,18,20.5,3.3,20,4.8,71.8,72.6,32.9,0,0,0,10.5,4.7,38,1.2,94.9,25.4,96.0,8.5,50.0,16.1,98.3,97.4,20,22.9,3,6,0.0
2.9,7.4,47.6,2.4,20.6,5.8,59.8,58.5,19.5,0,0,0,9.5,6.3,41.5,0,91.3,22,91.7,5.9,28.0,22.0,98.7,97.5,12.2,17.7,3.8,3.7,0.0
15,10,9,1.7,18.7,2.1,69.2,51.3,20,0,0,0,16.7,3.8,37.2,0,87.3,25.6,86.6,13.6,39.8,9.3,95.7,57.7,25.5,22.7,4.2,3.8,0.0
16.7,16.7,24.1,0,19.6,7.1,37.9,34.5,27.3,0,0,0,11.9,0,18.2,0,85.5,13.8,86.5,3.4,16.9,5.1,97.5,75.9,9.1,3.1,5.3,0,0.0
11.1,18.5,20.8,0,26,0,60.4,45.3,28.2,0,0,0,17.6,3.4,29.7,0,83.3,13.2,85.2,3.4,28.0,13.6,100,90.6,25.6,30.8,5.2,7.5,0.0
8.3,18.8,21.2,0,17.4,4.7,57.6,61.6,17.7,0,0,0,13.7,6.8,35,0,93.1,29.3,93.0,5.1,43.2,9.3,98.2,60.6,11.3,16.8,3.8,12.1,8.3
7.1,21.4,15.5,2,23.5,4.2,76.2,71.4,21.8,0,0,0,10.2,0,26.4,2.3,93.0,35.3,93.7,6.8,44.1,5.1,99,84.6,18.2,23.4,3.3,7.1,0.0
11.1,22.2,11.4,4.3,23.1,6,90.9,62.5,23,0,0,0,3.5,8.5,26.8,1.4,94.0,29.5,95.0,6.8,48.3,6.8,100,94.2,20.3,21.4,3.3,11.4,0.0
13.6,0,14.3,0,12.8,2.1,65.1,58.7,43.9,0,0,0,4,0,16.8,3,93.2,30.2,91.7,3.4,34.7,1.7,97.5,93.6,9.8,21,3.6,4.8,0.0
0,0,10.2,5.1,22.2,8.9,74.6,59.3,25,0,0,0,8.4,0,29.5,3.2,94.2,28.8,95.6,5.9,28.0,5.1,97.4,96.5,19.4,17.2,3.2,5.1,0.0
7.4,37,7.5,0,27.6,5.3,90.6,67.9,21.4,0,0,0,7.6,5.1,34.2,0,95.3,32.1,94.3,8.5,27.1,6.8,97,88.7,19,25.3,3,17,0.0
21.4,19.4,7.4,2.3,16.8,5.4,58.2,62.3,20.7,0.5,0,0,11.6,1.9,29.9,0.5,91.8,34.4,95.3,18.6,138.1,16.1,98.9,43.9,14.2,34,2.6,1.5,0.0
0,8.1,25.4,2.6,31,10.9,79.4,57.1,25,0,0,0,7.5,9.4,32.4,0,94.6,20.6,95.8,4.2,28.0,11.9,97.2,98.4,13.6,12.4,2.8,6.3,0.0
8.1,19.4,13.3,0,24.4,2.8,40.8,52,26.4,0,0,0,21.2,3.8,48.1,0,88.9,26.5,91.7,9.3,53.4,13.6,97.7,64.3,15.3,16.1,4.6,5.1,0.0
10.5,15.8,23.2,0,25,9.5,25.6,32.6,29.7,0,0,0,16.5,2.4,27.6,0,81.5,31,66.8,3.4,28.0,11.0,96.1,69.8,5.4,27,7.1,0,8.3
10.1,13.1,29,4.3,26,11.1,32.7,46.7,25,0,0,0,17.9,2.1,46.8,0,90.0,21.5,90.7,7.6,48.3,28.8,99.3,96.2,20.3,11.6,4.5,10.3,0.0
3.2,14.5,19.6,1.8,20,2.1,94.8,71.1,25.9,0,0,0,2.8,1.4,30.3,1.4,94.0,38.8,84.2,11.0,33.9,11.9,97.4,96.9,13.8,17.6,3,5.2,8.3
10.3,12.8,19.1,0,18,3,66.2,64.7,30.3,0,0,0,7,3,33,0,93.5,36.2,91.7,5.9,28.0,11.0,98.7,76.4,30.3,21,3.1,7.4,0.0
8.5,14.9,19.1,9.7,33.1,12.1,71.8,70.9,20.6,0,0,1.3,15.3,4.5,37.6,5.1,96.3,27.9,96.7,6.8,40.7,22.9,95.4,29.9,13.2,18.6,2.6,6.4,8.3
0,15.8,19.5,32.6,69.2,44.6,100,87.8,23.5,0,0,0,26.8,0,50.6,11.1,99.0,15,84.2,3.4,8.5,22.0,95,87.8,47.1,2.4,2.9,31.7,0.0
19,19,7.5,16.4,46.4,20.6,86.8,83,13.8,0,0,0,18.6,0,34.3,5.8,97.3,41.5,84.2,5.9,12.7,11.9,93.3,79.3,24.1,25.7,2.7,7.5,8.3
7.7,9.6,40.6,22.4,59.6,35.7,81.1,77,24.4,0,0,0,37.7,0,50.4,9.9,97.0,28.4,85.2,1.7,24.6,22.0,98.2,97.3,14.6,15.7,3.2,5.4,0.0
9.7,19.4,21.2,11.8,40,14.5,61.7,63.8,21.7,0,0,0,16.7,0,38.6,0,94.5,34,85.0,3.4,16.9,14.4,97.6,91.5,26.1,11.1,4.2,6.4,0.0
19.2,11.5,26.9,7.7,31.5,12.5,50,51.9,25.7,0,0,0,9,0,23.8,0,90.8,21.2,90.4,2.5,27.1,8.5,100,90.4,8.6,11.1,4.9,5.8,8.3
8.1,14.9,28.4,40.7,80.3,49.7,97.3,75.7,14.8,0,0,0,20.2,0,65.3,22.3,98.0,6.8,84.2,12.7,11.9,35.6,85.4,97.3,37,9.5,3.7,12.2,0.0
0,0,94.4,0,100,73.9,100,77.8,0,0,0,0,95.5,0,100,0,90.6,27.8,84.2,0.0,0.0,8.5,0,100,0,0,1.4,0,8.3
11.1,11.1,21.9,6.7,34.1,19.5,43.9,41.5,29.6,0,0,0,22.1,0,33.7,2.1,89.1,26.8,89.1,5.9,18.6,13.6,94.3,85.4,7.4,17,4.8,12.2,0.0
0,11.1,13.7,6.1,34.5,12.2,60.3,54.8,32,0,0,0,10.2,1.6,22.5,13.2,93.0,16.4,96.1,4.2,33.1,12.7,100,64.3,12,14.1,3.6,6.8,4.2
8.3,16.7,10,4.3,35.2,10.1,68,54,13.2,0,0,0,9.3,0,23.1,2.8,93.2,20,94.9,1.7,28.8,11.0,100,88,18.4,23.8,4.2,26,0.0
0,10.3,40,5.9,41,24.1,87.7,80,28,0,0,0,16.1,5.7,43.7,12.6,97.1,20,96.1,4.2,19.5,11.9,95.6,93.8,32,12.6,2.8,13.8,0.0
23.1,19.2,7.6,9.3,42,14.5,82.3,55.7,13.8,0,0,0,8.6,4.6,19.6,17.6,89.8,26.6,89.1,11.0,42.4,8.5,99,82.4,20.7,19.2,3.8,6.3,0.0
9.5,9.5,16.3,4.2,35.9,9.4,69.8,69.8,25.7,0,0,0,14.7,2.9,36.2,4.3,95.1,11.6,97.6,3.4,20.3,3.4,100,93,20,20.6,3.3,4.7,0.0
0,20,11.1,0,25,6.7,73.3,68.9,26.5,0,0,0,9.1,0,18.5,9.2,95.3,31.1,94.3,4.2,20.3,3.4,100,91.1,20.6,17.2,3.4,8.9,0.0
0,18.2,6,11.4,35.8,12.3,76,62,25,0,0,0,0,0,15.3,28.6,95.6,22,95.6,8.5,18.6,6.8,96.6,92,31.3,8.2,3.4,10,0.0
0,0,12,29,55.4,26.5,100,77.6,29.6,0,0,0,0,0,6.9,26.4,97.5,34.5,84.2,6.8,14.4,15.3,100,101.7,25.9,5.7,2.4,27.6,0.0
11.8,8.8,10.5,6,25,8.3,75.4,54.4,30.8,0,0,0,9.4,5.7,36.8,5.7,93.9,24.6,95.8,0.0,31.4,7.6,100,96.4,25,17,3.7,12.3,0.0
9.1,18.2,21.8,6.5,31.8,11.8,81.8,65.5,38.9,0,0,0,5.7,6.9,24.1,9.2,95.8,30.9,97.5,8.5,23.7,8.5,98.6,98.2,8.3,20.9,3.3,20,0.0
4.7,20.9,9.6,3,34.7,13.3,55.6,42.9,22.4,0,0,0,18,0,39.3,2.1,90.8,23.8,91.7,9.3,33.9,9.3,100,50.7,12.2,20.3,4.1,3.2,0.0
11.5,19.2,13,7.5,38,16.5,81.2,65.2,24.6,0,0,0,10,1.7,29.4,10.1,95.1,31.4,97.3,5.1,28.8,9.3,100,66.6,28.1,16.9,3.4,15.9,4.2
10,20,10.9,5.3,28.1,9,80,56.4,32.5,0,0,0,14.4,4.1,29.9,7.2,95.3,27.3,98.3,8.5,26.3,5.9,95.8,90.9,17.5,18.6,3.4,9.1,0.0
0,7.7,19,7.8,32.7,13.3,58.8,66.2,32.1,0,0,0,15,9.3,39.3,4.7,96.3,26.9,99.3,6.8,31.4,10.2,98.7,94,30.2,19,3.1,14.7,0.0
9.5,14.3,19.2,14,37,16.4,83,59.6,27,0,0,0,11.5,6.4,31.2,9.1,95.8,25.5,99.0,1.7,26.3,8.5,100,100,32.4,17.9,3.3,4.3,0.0
18.8,12.5,17.4,17.5,42.3,22.5,80.4,58.7,31.3,0,0,0,4.1,2.7,26,5.5,96.9,35.6,96.4,3.4,12.7,9.3,100,95.6,15.6,16.7,3.2,17.4,0.0
14.3,19,20,3.8,30.2,12.1,70.7,69.3,23.6,0,0,0,7.1,2.7,16.8,0,96.0,37.3,98.3,3.4,33.1,7.6,96.2,98.7,20,21.4,3.2,12,0.0
0,23.8,29.3,4.4,30.5,9.5,43.1,61.5,22.9,0,0,0,0,4.9,19.6,0,94.6,18.5,97.0,2.5,31.4,10.2,100,98.4,14.6,11,3.6,13.8,0.0
26.1,13,17.1,9,38.4,10.1,62.9,65.7,21.4,0,0,0,3.6,0,28.2,9.1,95.6,35.7,97.0,5.9,22.9,15.3,97.1,97.2,21.4,14.8,3.3,12.9,0.0
12.9,16.1,21.4,6.8,41.3,15.2,71.4,66.1,14.6,0,0,0,8.7,1.9,20.4,1.9,93.2,28.6,85.2,2.5,26.3,11.0,100,91.1,16.7,17.6,4.2,10.7,0.0
0,7.1,16.2,8.1,42.9,15.3,43.2,40.5,7.4,0,0,0,31.7,5.9,53.5,3,89.9,13.5,86.5,5.9,16.1,10.2,98.1,89.2,11.1,20.8,5.8,13.5,0.0
16.7,21.4,27.3,8.3,50.6,18.3,30.3,39.4,15.2,0,0,0,45,3,60.6,0,88.3,15.2,85.2,4.2,17.8,16.1,95.6,91,12.1,18.2,6.9,0,0.0
0,11.1,39.6,4.3,46.7,20.2,26.3,47.4,30.8,0,0,0,23.7,0,35.5,0,92.5,23.7,83.9,5.1,16.1,12.7,98,94.7,23.1,7.5,6.1,7.9,0.0
4.9,7.3,30.4,8.1,45.3,15.8,37,39.1,17.8,0,0,0,25.2,4.7,38.7,1.9,92.2,21.7,85.2,5.1,22.0,11.9,100,76.1,24.4,10.3,5.4,6.5,0.0
10.5,26.3,26.9,6.5,38.3,13.1,23.1,48.1,11.9,0,0,0,13.7,6.1,35.4,0,87.0,21.2,81.2,3.4,25.4,19.5,100,78.9,16.7,10.2,6.4,5.8,4.2
7.1,13.1,15.4,10.2,45.1,14.2,40.7,46.2,16.7,0,0,1,26.7,4.3,58.3,1.4,92.5,29.7,89.1,8.5,50.0,19.5,98.5,51.7,21.4,12.9,4.9,4.4,45.8
3.2,12.7,22.1,10.9,51.1,19.7,44.1,45.6,25,0,0,0,37,1.2,63,0,92.2,35.3,85.2,6.8,33.1,17.8,97.9,63.2,29.4,9.7,5.5,2.9,0.0
15.2,6.1,32.6,9.4,40,16.5,27.9,48.8,30.6,0,0,0,28,0,48.4,0,93.4,25.6,85.2,4.2,23.7,8.5,100,86.1,25,12.9,5.7,16.3,0.0
11.6,4.7,31,11.9,46.8,20.2,33.3,40.5,19.5,0,0,0,35.8,3.7,48.6,1.8,90.8,23.8,85.2,1.7,23.7,15.3,98.3,90.5,22,7.4,5.8,7.1,0.0
5,12.5,25,4.8,27.6,11.5,35.4,56.3,20,0,0,0,23,9,46.5,0,94.3,16.7,97.3,2.5,23.7,13.6,100,93.8,20,9.1,4.4,4.2,0.0
10,20,16.2,4.9,39.1,14.3,58.1,58.1,27.6,0,0,0,6.4,7.7,39.7,0,92.0,32.3,83.9,2.5,16.1,10.2,97.5,103.3,34.5,6.4,5.4,6.5,0.0
6.1,16.3,27.6,3,45.2,12.9,34,59.6,23.8,0,0,0,36.1,7.4,51.9,0,93.1,19.1,87.8,5.1,28.0,8.5,95.4,85.1,28.6,8.4,4.6,0,4.2
5.7,11.3,16.7,13.5,53.9,19.7,51.9,42.6,18.2,0,0,0,32.2,8.9,55.5,0,90.1,14.8,83.9,11.9,33.1,18.6,97.8,88.9,15.9,14.4,5.6,11.1,0.0
0,28.6,6.7,0,30.9,7.4,44.4,51.1,21.1,0,0,0,13.7,0,18.1,0,92.2,37.8,85.2,3.4,31.4,3.4,100,84.3,10.5,19.4,5,6.7,0.0
3.2,8.1,30.1,0,40.6,16.5,34.9,57.1,24.5,0,0,0,29.5,10.1,57,3.4,91.5,22.2,85.0,10.2,27.1,16.1,100,68.2,22.6,9.4,6,0,0.0
4.4,20,25.7,19.4,52.5,27.7,30.2,37.2,39.5,0,0,0,37.2,2.5,61.2,0,91.0,18.6,85.2,6.8,23.7,9.3,98.5,79,7,6.7,6.2,14,0.0
0,9.3,36.2,10,45,17,31.9,46.8,25.5,0,0,0,38.5,0,52.5,1.6,90.3,21.3,83.9,6.8,23.7,14.4,95.6,91.5,17,6.7,6.4,0,0.0
3.6,10.9,25.4,14,62.5,21.1,45.5,50.9,31.6,0,0,0,31.9,6.9,59.4,2.8,92.8,32.7,85.2,7.6,29.7,14.4,97.6,76.4,22.8,9.1,5.6,3.6,0.0
0,10,47.1,0,51.9,17.7,29.4,52.9,40,0,0,0,51.8,0,62.4,0,92.8,24.2,85.2,3.4,17.8,8.5,100,88.2,8,7.1,7,5.9,0.0
4.5,20.9,23.3,12.1,57.5,23.2,34.9,44.2,25,0,0,0,54.9,6.8,78.9,0,93.5,25.6,85.0,4.2,27.1,14.4,98.6,76.7,19.2,6.9,6.8,7,0.0
4.9,18,14.6,9.3,46.9,17.3,38.2,49.1,17.9,0,0,0,33.3,6.5,59.7,1.3,91.5,23.6,86.5,9.3,38.1,11.9,95.6,81.8,25,9.8,5.7,9.1,0.0
12.5,25,14.6,4.7,17.9,5.1,47.9,52.1,26.7,0,0,0,8.1,0,23,0,90.4,22.4,85.2,2.5,29.7,6.8,100,79.2,6.7,14.1,4.7,6.3,0.0
9.5,23.8,13.7,0,25.5,6.5,68.6,47.1,10.6,0,0,0,5.5,0,15.6,0,91.5,33.3,85.2,5.9,28.8,8.5,98.7,88.2,6.4,22.1,4.6,11.8,0.0
